Original Name,Gender,Description,Location
MATHGHAMHAIN,male,Irish Gaelic byname meaning `` bear calf . '',Gaelic
MUICHEACHTACH,male,"Scottish Gaelic name composed of the elements muir `` sea '' and ceartach `` ruler , skilled , '' hence `` skilled seaman . ''",Gaelic
MUIRGHEAS,male,"Gaelic name composed of the elements muir `` sea '' and geas `` taboo , '' hence `` sea-taboo . ''",Gaelic
MUIRIARTACH,male,"Modern form of Scottish Gaelic Muicheachtach , meaning `` skilled seaman . ''",Gaelic
NIALL,male,"Old Gaelic name derived from Old Irish Niul , meaning `` champion . ''",Gaelic
NUALLÁN,male,"Old Gaelic byname composed of the word nuall `` champion , chariot-fighter '' and a diminutive suffix , hence `` little champion '' or `` little chariot-fighter . ''",Gaelic
ODHRÁN,male,"Irish Gaelic name composed of the word odhar `` dun ; pale green ; sallow '' and a diminutive suffix , hence `` little sallow one . ''",Gaelic
OILBHREIS,male,"Gaelic form of French Olivier , probably meaning `` elf army . ''",Gaelic
PÁDRAIG,male,"Modern form of Old Irish Gaelic Patraicc , meaning `` patrician ; of noble descent . ''",Gaelic
PÀDRAIG,male,"Scottish Gaelic form of Irish Gaelic Pádraig , meaning `` patrician ; of noble descent . ''",Gaelic
PATRAICC,male,"Old Irish Gaelic name derived from Latin Patricius , meaning `` patrician ; of noble descent . ''",Gaelic
PEADAR,male,"Gaelic form of Greek Petros , meaning `` rock , stone . ''",Gaelic
PROINNTEACH,male,"Irish name composed of the Gaelic elements proinn `` banquet '' and teach `` hall , house , '' denoting a `` generous person . ''",Gaelic
RIAGÁN,male,"Variant spelling of Gaelic Riaghán , possibly meaning `` furious , impulsive . ''",Gaelic
RIAGHÁN,male,"Old Gaelic name , possibly related to the word ríodhgach , meaning `` furious , impulsive . ''",Gaelic
RIAN,male,"Old Gaelic name , probably composed of the element ríogh `` king '' and a diminutive suffix , hence `` little king . ''",Gaelic
SEASTNÁN,male,"Old Gaelic name derived from the word seasuighim ( `` to defend ; to resist '' ) , hence `` bodyguard . ''",Gaelic
TEÀRLACH,male,"Scottish Gaelic form of Irish Gaelic Toirdhealbhach , meaning `` instigator . ''",Gaelic
TOIRDHEALBHACH,male,"Irish Gaelic name derived from the word toirdhealbh `` prompting , '' hence `` instigator . ''",Gaelic
TOMÁS,male,"Irish Gaelic form of Greek Thōmas , meaning `` twin . '' Compare with another form of Tomás",Gaelic
TÒMAS,male,"Scottish Gaelic form of Greek Thōmas , meaning `` twin . ''",Gaelic
AIBHILÍN,female,"Gaelic form of Norman French Aveline , meaning `` little Eve . ''",Gaelic
AIGNÉIS,female,"Irish Gaelic form of Greek Hagne , meaning `` chaste ; holy . ''",Gaelic
AILBHE,female,"Irish Gaelic unisex name , possibly derived from the word albho , meaning `` white . '' In Irish legend , this is the name of a female warrior of the Fianna",Gaelic
AILEAS,female,"Scottish Gaelic form of English Alice , meaning `` noble sort . ''",Gaelic
AILISH,female,"Irish Gaelic form of English Alice , meaning `` noble sort . ''",Gaelic
AINGEAL,female,"Irish Gaelic form of Latin Angela , meaning `` angel , messenger . ''",Gaelic
AISLIN,female,"Variant spelling of Irish Gaelic Aisling , meaning `` dream ; vision . ''",Gaelic
AISLING,female,Irish Gaelic name meaning `` dream ; vision . '',Gaelic
AISLINN,female,"Variant spelling of Irish Gaelic Aisling , meaning `` dream ; vision . ''",Gaelic
AITHBHREAC,female,Old Scottish Gaelic name meaning `` new speckled one . '',Gaelic
AITHNE,female,"Variant spelling of Irish Gaelic Eithne , meaning `` kernel . ''",Gaelic
AITHNEA,female,"Variant spelling of Irish Gaelic Eithne , meaning `` kernel . ''",Gaelic
ALASTRÍONA,female,"Gaelic form of Latin Alexandra , meaning `` defender of mankind . ''",Gaelic
ANNAG,female,"Scottish Gaelic form of Latin Anna , meaning `` favor ; grace . ''",Gaelic
AOIBHEANN,female,"Irish Gaelic name meaning `` beautiful , fair form . ''",Gaelic
ATHOL,female,"Scottish surname transferred to unisex forename use , derived from the name of a district of Perthshire , Scotland , composed of the Gaelic elements ath `` ford '' and al `` rock , stone , '' hence `` ford of the rock ; rock-ford . ''",Gaelic
BEARNAS,female,"Scottish Gaelic form of Latin Berenice , meaning `` bringer of victory . ''",Gaelic
BLAANID,female,"Manx form of Irish Gaelic Bláithín , meaning `` little flower . ''",Gaelic
BLÁITHÍN,female,"Irish name derived from the Gaelic word blath `` flower '' with added diminutive suffix , meaning `` little flower . ''",Gaelic
BLÁTHNAID,female,"Variant form of Irish Gaelic Bláthnat , meaning `` little flower . ''",Gaelic
BLÁTHNAT,female,"Irish Gaelic name meaning `` little flower . '' In mythology , this is the name of a maiden who loved Cúchulainn , the hero of Ulster",Gaelic
BRÍD,female,"Pet form of Irish Gaelic Bríghid , meaning `` exalted one . ''",Gaelic
BRÍDIN,female,"Diminutive form of Irish Gaelic Bríd , meaning `` little exalted one . ''",Gaelic
BRÍGH,female,"Short form of Irish Gaelic Bríghid , meaning `` force , strength . ''",Gaelic
BRÍGHID,female,"Irish derived from Gaelic brígh , meaning `` force , strength . '' In Celtic mythology , this is the name of a goddess , the daughter of Dagda , one of the Tuatha Dé Danann . She is also known by the Gaulish name Brigindos , meaning `` exalted one . ''",Gaelic
BRÓNACH,female,Irish name derived from the Gaelic word br�n meaning `` sorrow . '',Gaelic
BRONAGH,female,"Variant spelling of Irish Brónach , meaning `` sorrow . ''",Gaelic
BRONTE,female,"Altered form of Irish Prunty , a form of Gaelic Ó Proinntigh , meaning `` descendant of Proinnteach , '' a personal name that was originally a byname meaning `` banquet hall ( denoting a `` generous person '' ) . '' In Prunty 's altered form ( Bronte ) , the name is identical to the Sicilian place name and the name of a mythological horse of the Sun , meaning `` thunder . '' But Prunty was probably purposely altered to Bronte by bearers of the name who admired Lord Nelson who was awarded the title of Duke of Bronte in 1799 by Ferdinand , King of the Two Sicilies",Gaelic
CAILÍN,female,Irish Gaelic name meaning `` girl . '',Gaelic
CAIRISTINE,female,"Scottish Gaelic form of Latin Christina , meaning `` believer '' or `` follower of Christ . ''",Gaelic
CAIRISTÌONA,female,"Scottish Gaelic form of Latin Christiana , meaning `` believer '' or `` follower of Christ . ''",Gaelic
CAITLÍN,female,"Irish Gaelic form of Old French Cateline , meaning `` pure . ''",Gaelic
CAITRIA,female,"Variant form of Irish Gaelic Caitrín , meaning `` pure . ''",Gaelic
CAITRÍN,female,"Irish Gaelic form of French Catherine , meaning `` pure . ''",Gaelic
CAITR�ONA,female,"Scottish Gaelic form of French Catherine , meaning `` pure . ''",Gaelic
CAITRÍONA,female,"Irish Gaelic form of French Catherine , meaning `` pure . ''",Gaelic
CAOILAINN,female,"Variant spelling of Irish Gaelic Caoilfhionn , meaning `` fair and slender . ''",Gaelic
CAOILFHIONN,female,"Irish Gaelic name composed of the elements caol `` slender '' and fionn `` fair , '' hence `` fair and slender . ''",Gaelic
CAOILINN,female,"Variant spelling of Irish Gaelic Caoilfhionn , meaning `` fair and slender . ''",Gaelic
CARLIN,female,Irish Gaelic unisex name meaning `` little champion . '',Gaelic
CARLYN,female,"Feminine variant spelling of Irish Gaelic unisex Carlin , meaning `` little champion . ''",Gaelic
CATRAOINE,female,"Irish Gaelic form of Old French Caterine , meaning `` pure . ''",Gaelic
CATRÍONA,female,"Modern Irish Gaelic form of Greek Aikaterine , meaning `` pure . ''",Gaelic
CATRÌONA,female,"Modern Scottish Gaelic form of Greek Aikaterine , meaning `` pure . ''",Gaelic
CÉIBHFHIONN,female,"Irish Gaelic name meaning `` fair locks . '' In mythology , this is the name of a water goddess of inspiration , intelligence , knowledge and creativity",Gaelic
CIANNAIT,female,"Feminine form of Irish Gaelic Cian , meaning `` ancient , distant . ''",Gaelic
CIARA,female,"Feminine form of Irish Gaelic Ciarán , meaning `` little black one . ''",Gaelic
CIORSDAN,female,"Pet form of Scottish Gaelic Cairistìona , meaning `` believer '' or `` follower of Christ . ''",Gaelic
CIORSTAG,female,"Pet form of Scottish Gaelic Cairistìona , meaning `` believer '' or `` follower of Christ . ''",Gaelic
CIORSTAIDH,female,"Pet form of Scottish Gaelic Cairistìona , meaning `` believer '' or `` follower of Christ . ''",Gaelic
CLODAGH,female,"Modern Irish name derived from the river name , which probably got its name from Gaelic clodach or cladach , meaning `` muddy . ''",Gaelic
CURSTAIDH,female,"Pet form of Scottish Gaelic Cairistìona , meaning `` believer '' or `` follower of Christ . ''",Gaelic
DAMHNAIT,female,"Irish Gaelic name composed of the word damh `` fawn '' and a diminutive suffix , hence `` little fawn . ''",Gaelic
DEARBHÁIL,female,"Irish name composed of the Gaelic elements der `` daughter '' and fáil `` destiny , '' hence `` daughter of destiny . ''",Gaelic
DEARBHLA,female,Irish Gaelic name meaning `` true poet . '',Gaelic
DEIRBHILE,female,"Gaelic name composed of the elements der `` daughter '' and file `` poet , '' hence `` poet 's daughter . ''",Gaelic
DEÒIRIDH,female,Scottish Gaelic name meaning `` pilgrim . '',Gaelic
DOILEAG,female,"Feminine form of Scottish Gaelic Domhnall , meaning `` world ruler . ''",Gaelic
DOIREANN,female,"Old Gaelic name , probably derived from the word doireann ( also spelled doirionn ) , meaning `` sullen . ''",Gaelic
DOLAG,female,"Pet form of Scottish Gaelic Donnag , meaning `` world ruler . ''",Gaelic
DOLLAG,female,"Variant spelling of Scottish Gaelic Dolag , meaning `` world ruler . ''",Gaelic
DONNAG,female,"Feminine form of Scottish Gaelic Domhnall , meaning `` world ruler . ''",Gaelic
ÉABHA,female,"Irish Gaelic form of Greek Eva , meaning `` life . ''",Gaelic
EALASAID,female,"Scottish Gaelic form of Greek Elisabet , meaning `` God is my oath . ''",Gaelic
EAMHAIR,female,"Scottish form of Gaelic Éimhear , possibly meaning `` ready , swift . ''",Gaelic
ÉBHA,female,"Variant spelling of Irish Gaelic Éabha , meaning `` life . ''",Gaelic
ÉIBHLEANN,female,"Irish Gaelic name derived from the Old Irish word óiph , meaning `` beauty , radiance . '' Considered by some to be a Gaelic form or equivalent of Greek Helénē ( `` torch '' )",Gaelic
ÉIBHLÍN,female,"Variant spelling of Irish Gaelic Éibhleann , meaning `` beauty , radiance . ''",Gaelic
EILEANÓRA,female,"Irish Gaelic form of Provençal Aliénor , meaning `` foreign ; the other . ''",Gaelic
EILÍN,female,"Variant spelling of Irish Gaelic Éibhlín , meaning `` beauty , radiance . ''",Gaelic
EILÍS,female,"Irish Gaelic form of Greek Elisabet , meaning `` God is my oath . ''",Gaelic
EILISH,female,"Variant spelling of Irish Gaelic Eilís , meaning `` God is my oath . ''",Gaelic
ÉIMHEAR,female,"Gaelic name , possibly derived from the word eimh , meaning `` ready , swift . ''",Gaelic
EIMHIR,female,"Variant spelling of Gaelic Éimhear , possibly meaning `` ready , swift . ''",Gaelic
EIREANN,female,"Variant spelling of Irish Gaelic Éirinn , meaning `` Ireland . ''",Gaelic
EIRIC,female,"Variant form of Scottish Gaelic Oighrig , possibly meaning `` new speckled one . ''",Gaelic
ÉIRINN,female,"Dative case of Irish Gaelic Éire , meaning `` Ireland . ''",Gaelic
EITHNE,female,"Irish Gaelic name derived from the word eithne , meaning `` kernel . '' Edna , Ena , Enya , Ethna and Etna are Anglicized forms",Gaelic
EITHRIG,female,"Variant form of Scottish Gaelic Oighrig , possibly meaning `` new speckled one . ''",Gaelic
ELSPETH,female,"Scottish Gaelic form of Greek Elisabet , meaning `` God is my oath . ''",Gaelic
EMER,female,"Irish form of Gaelic Éimhear , possibly meaning `` ready , swift . '' In mythology , this is the name of Cúchulainn 's wife",Gaelic
ÉTAÍN,female,"Irish name derived from the word éadan , Old Irish étan , cognate with Gaelic aodann ( `` face '' ) , Latin ante ( `` against '' ) and Sanskrit ánti ( `` opposite '' ) . Étaín is the heroine of The Wooing of Étaín . She is the daughter of Ailill , king of the Ulaid , second wife to Midir , whose first wife , the jealous Fuamnach , turns her into a pool of water , then a worm , and finally a beautiful butterfly",Gaelic
ETHNE,female,"Variant spelling of Irish Gaelic Eithne , meaning `` kernel . ''",Gaelic
EUBH,female,"Short form of Scottish Gaelic Eubha , meaning `` life . ''",Gaelic
EUBHA,female,"Scottish Gaelic form of Greek Eva , meaning `` life . ''",Gaelic
FÉIDHELM,female,"Feminine form of Irish Gaelic Féidhlim , possibly meaning `` hospitable . '' In Irish legend , this was the name of a daughter of Conchobhar",Gaelic
FÍNE,female,"Variant spelling of Irish Gaelic Fíona , meaning `` vine . ''",Gaelic
FINNGUALA,female,"Variant spelling of Irish Gaelic Fionnghuala , meaning `` white shoulder . ''",Gaelic
FÍONA,female,Irish Gaelic name meaning `` vine . '',Gaelic
FIONNAGHAL,female,"Variant spelling of Scottish Gaelic Fionnghuala , meaning `` white shoulder . ''",Gaelic
FIONNAGHUALA,female,"Variant spelling of Irish Gaelic Fionnghuala , meaning `` white shoulder . ''",Gaelic
FIONNGHUALA,female,"Gaelic name composed of the elements fionn `` fair , white '' and guala `` shoulder , '' hence `` white shoulder . '' In Irish mythology , this is the name of one of the children of Lir who were turned into swans for 900 years",Gaelic
